Description,folio
"de rouge, qu’on appelle <m>sang de <al>dragon</al></m>, et l’aplique",038v
un <m>esmail<lb/> rouge</m>. Je ne sçay si le <m>cuivre</m> meslé parmy,039r
"L’<m>azur en corps</m> &amp; le rouge qu’on appelle gueule,",039v
"<ab>On tient pour asseuré que <del>jec</del>, faisant rougir du <m>sel",040r
tout rouge ou bien chault dans<lb/>,040r
<ab>Ce beau <m>rouge clair</m> qui faict le champ de la croix<lb/>,040v
"co<exp>mm</exp>e rouge, car aultrem<exp>ent</exp> le <m>metal</m>",042r
"<ab>Le <m><pa>pavot rouge</pa></m>, qui croist par les <pa>bleds</pa>,",044r
de besoing tu verseras sur un <tl>quarreau rouge enflammé</tl> &amp;,044v
"sans reparer, mays il fault qu’elle soict enflammée et rouge<lb/>",047v
"co<exp>mm</exp>e rouge,<lb/>",048v
ayant faict rougir<lb/>,048v
"trois <ms>lb</ms> de <m>cuivre rouge &amp; doulx de chauldron</m>, qui",048v
fort chaults <del>&amp; co<exp>mm</exp>e roug</del> &amp;,049r
"l’encochement de la <tl>vis</tl> estant rougie, &amp; luy <del>po</del>",053r
"prenés de la <m>terre grasse rouge</m>, trois ou quattre",056r
"rouge, mays le <m>vernis</m> que tu y mettras, qui penetrera, fera<lb/>",056r
"de soy mesme à broyer, il le fault faire rougir au feu, puys<lb/>",057r
"tout rouge le gecter dans de l’<m>eau froide</m>, &amp; il s’esmiera",057r
"belle carnation, la <m>laque</m> la plus rouge &amp; plus vive est la",058r
"Les <m>azurs</m>, carnations &amp; rouges se couchent deulx foys.<lb/>",059v
"<ab>Il t’en fault faire de deulx sortes, l’une plus rouge pour<lb/>",061r
faict un noir rougeastre <add>sur <m>laque</m> pour,063v
"rougeastre,<lb/>",065r
faict trouver les umbres rougeastres. Le <pro>painctre</pro> aussy,065r
rouge au fonds co<exp>mm</exp>e un <m>charbon</m> &amp; bien,067r
violent te default. Et lorsqu’il sera bien rouge gecte le dans,068r
le fais recuire dans un <tl><oc>crusol</oc></tl> rougy à force de foeu pour<lb/>,068v
"semblable, qui doibt estre bien rouge plus tost que tu gectes.<lb/>",072r
"Quand tu vouldras gecter, ayes tes <tl>molletes</tl> bien rouges &amp;",072r
<head>Pour faire <m>vernys rouge</m></head>,074v
"<head><comment rid=""c_073v_02""/><m>Goume</m> rouge</head>",075r
"Prenés <m>sire rouge</m>, du <m>vernilhon</m> &amp; ung petict de",075r
<head>Pour faire <m>boys</m> rouge</head>,076r
"<head><comment rid=""c_077r_02""/><md>Contre les rougeurs du <bp>visage</bp></md></head>",077r
<head>Pour faire <m>verny rouge</m></head>,078r
"l’<m>ardoise</m>. Il y en ha de trois couleurs: de rougeastre,<lb/>",080v
recuite &amp; rougie &amp; passée par une <tl>manche</tl>,081v
fin</m> moule plus net que le <m>cuivre rouge</m>. Si tu veulx gecter,082v
rougira &amp; entretien-<lb/>,082v
<m>cuivre rouge</m>. Ce grain long s’appelle longue tige.</ab>,082v
"allumés dessus, qu’il estoit venu co<exp>mm</exp>e rouge. Je l’ay",086r
&amp; vient tout rouge &amp; enflammé co<exp>mm</exp>e du <m>fer</m>.,087v
"si c’est <m>estaim</m> ou <m>☿</m>, fais rougir une",092v
de <del>rouge</del> rose rouge tirant un peu sur le violet. Celle qui,093v
de <del>rouge</del> rose rouge tirant un peu sur le violet. Celle qui,093v
d’un <del>noi</del> rouge obscur n’est pas si agreable.</ab>,093v
"rougeastre, et aultres de la <m>terra merita</m> pour jaulne.</ab>",098r
"subtil sur le <tl><m>porphire</m></tl> ou le calcine, le rougissant",099r
<ab>que le <tl><oc>crusol</oc></tl> soict rouge. Aprés jecte le sur un,101v
que des veines rouges.</ab>,101v
pour rouge<lb/>,102v
gaster. Il fault que le <tl>moule</tl> soict rouge &amp; le serrer,106v
"ayent esté une <ms><tmp>heure</tmp></ms> ou deux bien rouges, &amp; les",106v
&amp; se rougisse<lb/>,106v
rouge &amp; passe<lb/>,107r
<ms>partie</ms> de <m>tuile</m> rougie<lb/>,107r
"rouget, il en est plus<lb/>",107v
rouge. Cela se faict<lb/>,108v
<ab>Se faict sur une <tl>lame de <m>fer</m> rougie au foeu</tl>. Et,110v
presque rouge<lb/>,110v
fois</del> rougir<lb/>,111r
<head>Pour le <m>cuivre rouge</m></head>,111r
"ne blanc ne rouge, ne se cognoisse parmy l’autre.<lb/>",111v
qu’il demeure rouge par dedans quand tu gecteras.</ab>,115r
"fault qu’il soict fort chault &amp; quasi rouge pour gecter, affin<lb/>",115v
"presser, jusques à ce que tes <tl>moules</tl> soient bien rougis &amp;",115v
"rouges &amp; enflammés dedans, ce te sera signe qu’ilz seront assés<lb/>",115v
rouge. Quand il est<lb/>,115v
&amp; rendre rouges<lb/>,116r
Il fault que les <tl>moules</tl> soient rouges de foeu &amp;,116r
presque rouge<lb/>,116v
"rouges quand tu gectes,<lb/>",116v
"<ab>Pour le <m>cuivre rouge</m> il fault mectre du <m>sel armoniac</m>,",116v
rouge</m> est plus fascheus à fondre <del>M</del> que le <m>letton</m>.,116v
"<df>Recuire</df> est rougir le <tl>chassis</tl>, ce qui se faict pour",118v
"estoit <del>un peu</del> comme un peu rouge. Estant ainsy bien chault,",119r
"la rougeur du fonds du <tl><oc>crusol</oc></tl>. Et voulant gecter, j’ay gecté",119r
&amp; rougir au foeu.</ab>,119r
qu’il le fault encores recuire à bon feu et le rougir. Ainsy<lb/>,119v
"&amp; <m>estaim</m>, car il soubstient le feu &amp; se rougist",119v
"rougist, il est<lb/>",119v
qu’ilz soient tous rouges. Il les fault aussy lyer de <tl><m>fil de,121v
<del>de</del> bien rouges pour<lb/>,121v
bien rouges.</ab>,121v
"<head><add><m>Esmail</m><comment rid=""c_124v_02""/></add> <m>rouge",124v
"donner couleur co<exp>mm</exp>e rougeastre, pour faire les",124v
<ab>Il y a du <m>rouge clair</m> qui estant usé avecq l’<m>arene</m>,124v
"ensemble, et co<exp>mm</exp>e tout est bien rouge ilz gectent",124v
estant touts rouges et chaults trempés<lb/>,124v
"&amp; embrase &amp; qu’elle est bien rouge, si tu reiteres cela<lb/>",126v
rouge. Ceulx qui en usent pour gecter en <m>or</m> <del>ven</del>,126v
Quand ton <tl>moule</tl> commance à rougir par dedans <del>&amp; que le,128r
"jusques à ce qu’il soict rouge, car plustost il ne fault pas",128r
Loppe d’<m>argent sophistiqué</m> se vitrifie en rouge à cause de,128r
prens ton <tl>moule bien rouge</tl> &amp; le pose dans ceste fosse,128v
"rouge, il l’osta, le laissa froidir puys le recuit au",128v
"<head>Pour rougir les <al>escrevisses</al> vives,<lb/>",130r
que ton <m>plomb</m> ou <m>estaim</m> soit comme rouge. Fonds<lb/>,131v
"estre non seulem<corr><exp>ent</exp></corr> rouge,<lb/>",131v
tout rouge.</ab>,132r
"co<exp>mm</exp>e il commancera de rougir, ne soufle pas les",132r
pareillem<exp>ent</exp> quand il est rouge tiens le bien couvert de,132r
"<ab>de soy mesme. Quand il commance à rougir, il l’est bien tost<lb/>",132v
"<ab>L’ayant <del>d</del>passé<comment rid=""c_132v_02""/> par le <m>vinaigre</m> &amp; rougi au",132v
"<tmp>jour</tmp></ms>. Enfin je l’ay faict bouillir, &amp; faict rougir",132v
est plus rouge &amp;<lb/>,132v
<tl><oc>crusol</oc></tl> jusques à ce qu’il soict bien rouge. Alors fais<lb/>,135v
"le <m>sable</m> to<del>n</del>ut<comment rid=""c_135v_04""/> rouge.</ab>",135v
"rouge entre les <tl>moulets</tl><comment rid=""c_136r_03""/> ou dans un <tl><oc>crusol</oc></tl> plein de",136r
"dans un <tl>fourneau à vent</tl>, pour estre tout rouge au bout de<lb/>",136r
reiteration de fonte retourneroit rouge. Touteffois la<lb/>,136v
fort chault &amp; que ton <tl>moule</tl> soict rouge co<exp>mm</exp>e en,136v
"en noyau, &amp; que le <tl>moule</tl> soict rouge co<exp>mm</exp>e pour",136v
"rouge</m>, le jaulnissent<lb/>",136v
<head>Pour gecter en <m>cuivre rouge</m></head>,137r
<ab>Le <m>cuivre rouge pur de <tl>chaudron</tl> ou d’autres,137r
"&amp; tout rouge co<exp>mm</exp>e en l’<m>or</m>, <m>argent</m>,",137r
Le <m>cuivre rouge</m> vient plus net que le <m>laitton</m> qui ha<lb/>,137r
mesmem<exp>ent</exp> le <m>cuivre rouge.</m><lb/>,137r
soient parfaictem<corr><exp>ent</exp></corr> rouges &amp; embrasés par,138r
"soict rouge. Comme il est en cet estat, repurge le de",139r
rouge &amp;<lb/>,139r
rouge co<exp>mm</exp>e <m>metal fondu</m> quand il entre dans le,139r
pourveu que ton <m>metal</m> soict rouge il se reprendra &amp;,139r
le rougir. Je lay laissé <ms>froidir de telle sorte<lb/>,140v
"de <m>plomb</m>. J’ay gecté rouge, il est tres bien venu.<lb/>",140v
peu de <m>sel</m> affin qu’elles viennent bien rouges &amp; prens y,141r
de rougir une fois<lb/>,142v
bien chaufer &amp; mesmes rougir les <tl>moules</tl> où il y a des<lb/>,143v
bon de la rougir au foeu pour brusler les <m>immundices</m><lb/>,143v
Gecte bien rouge ton <m>estaim</m> dans<lb/>,145v
"tout rouge, et ay mis dans la matiere fondue de<add>s</add>",147v
pulverisée</m>. Je l’ay gecté en son <tl>moule</tl> tout rouge. Il,147v
"à dire rougy, l’ay laissé refroidir, puys l’ay mis au<lb/>",147v
vient rouge du gect<lb/>,147v
rouge co<exp>mm</exp>e <m>cuivre</m> &amp; te le fauldroit recuire &amp;,148r
"<ab>Pour le faire bientost, rougis la <m>limaille</m> dans une",148r
"&amp;, sans l’oster de dessus le foeu, laisse le rougir &amp; enflammer.",148r
à ce qu’il soict bien rouge. Ou bien laisse <ms>le <tmp>soir</tmp> dans,149r
"tirer le <m>fil de fer</m>, ilz rougissent de grandes masses de<lb/>",149r
ainsy tout rouge &amp; tirent ainsy promptem<exp>ent</exp> le,149r
"souvent rouges, pour l’adoulcir<comment rid=""c_015r_01""/> fonds le sans le rougir<lb/>",150r
"souvent rouges, pour l’adoulcir<comment rid=""c_015r_01""/> fonds le sans le rougir<lb/>",150r
touteffois rougir<lb/>,151r
"toute rouge, &amp; la presseras jusques à ce que tu voyes bien<lb/>",151v
"le aussy d’un peu de <m>cuivre rouge</m>, et co<exp>mm</exp>e tu",154v
&amp; soict neantmoins rouge par dedans. Car quand<lb/>,154v
<head><m>Rouge cler</m></head>,157r
rouge le<lb/>,158r
"viennent bien rouges. Estant refroidis, repile les si besoing est,",161r
"<tl>four de reverberation</tl> où elles soient bien rouges, <tmp>bon",161r
pouldre d’<m>eau de sel armoniac</m>. Et fays recuire &amp; rougir<lb/>,161r
"en pelotes &amp; le recuire &amp; rougir, &amp; continuer tant de foys",161r
<ab>ne se retire point au <tl>chassis</tl> quand tu le rougiras. Le<lb/>,161r
"&amp; couverte, &amp; la fais ainsy rougir en un <tl>four de",161v
"tost rougeur &amp; liaison, la mouillant du plus fort que<lb/>",161v
gect que celuy qui est plus rouge &amp; de couleur de,161v
"<tl>palle de <m>fer</m> rouge</tl>, l’arrousant à chasque foys de",161v
que les <pl>Phoeniciens</pl> venoient de la <pl>mer Rouge</pl> par,162r
"<add>et rougy<comment rid=""c_012v_01""/> au foeu</add>, est fort rouge broyé sur le",163v
"<add>et rougy<comment rid=""c_012v_01""/> au foeu</add>, est fort rouge broyé sur le",163v
"broyé adquiert une vive couleur rouge, <del>dans le</del>",163v
"chaults, rendent une fumée rouge co<exp>mm</exp>e un esprit<lb/>",163v
"fault rougir dehors &amp; les tenir en continuelle chaleur,<lb/>",164v
"sur des <tl>matrices</tl>, non rougies<lb/>",170r
rouge</m> co<exp>mm</exp>e les<lb/>,170r
rouge</m>.</ab>,170r
