Description,folio
"founding, which is black, cooked &amp; as if burnt, is",015r
"beaten again, otherwise it is frangible, as one sees in spoon",015r
"<del>the</del> melting not only <m>brittle iron</m>, such as the kind used",016r
"as <del><fr>d</fr></del> that of pigs &amp; ingots, which is the most",016r
"leaping &amp; running of <m>water</m> as in <tl>forges</tl>, because in",016r
do. Therefore one raises the wall as you see &amp; the <tl>furnace</tl>,016r
on the surface of the ground at the edge of which you make a channel as,016r
of the <tl>furnace</tl> &amp; with the bottom piling up <del>as if</del>,016r
always put in as much again. And add three or four <ms>shovels</ms> of,016v
<tl>charcoal</tl> is as it were reduced down to the level of the,016v
"other <m>silks</m> because its color does not charge<comment rid=""c_016v_02""/> as do blue &amp;",016v
"straighter. Otherwise, if it is all of <m>cotton</m>, as those of",016v
"are sufficient to drag them. They are easy, &amp; close up they have as",017r
"much force as the big ones, especially for <env>private houses</env>",017r
"It is necessary, for <del>a</del> mounting a <wp>piece</wp> well, that it be as",017r
"high at the side of the mouth as at the breech. Otherwise, one does not",017r
"continued. For if there is a break, it is not necessary to refresh it as",017v
"material &amp; <m>charcoal</m>, as one commonly does, for",017v
"quintal</ms> for <wp>large pieces</wp> <del>&amp;</del> such as <wp>cannons</wp>, and for",017v
<wp>Old pieces</wp> are composed of almost <del><fr>de dem</fr></del> <ms>as much,017v
"of one as of the other</ms>, namely one <ms>part</ms> of",017v
"<del><fr>tout</fr></del> of the same alloy as the <wp>cannon</wp>, as are all",018r
"<del><fr>tout</fr></del> of the same alloy as the <wp>cannon</wp>, as are all",018r
<ms>lb</ms></del> <add>xv <ms>lb</ms></add> and carries as its charge x,018r
They serve to batter defences of little importance such as,018r
"as of three <ms>balls</ms>. At range, they can shoot around one <ms>league</ms>,",018r
<ms>paces</ms> at point-blank &amp; almost as much as the,018v
<ms>paces</ms> at point-blank &amp; almost as much as the,018v
To <wp>cannons</wp> &amp; <wp>large pieces</wp> one gives<del><fr>n</fr></del> as much,018v
"<m>powder</m> as is the <ms>diameter of a ball &amp; a half</ms>, at",018v
"which point the <ms>escutcheon</ms><comment rid=""c_018v_02""/> sits. To <wp>medium pieces</wp>, such as",018v
"three balls &amp; two in front</ms>, as do all <wp>pieces</wp> that are smaller than",018v
although such <wp>pieces</wp> are hardly moved insofar as they only serve to,018v
"front</ms>. One loads it with as much <m>powder</m> as <ms>ball</ms>, <ms>up to the top of",019r
"front</ms>. One loads it with as much <m>powder</m> as <ms>ball</ms>, <ms>up to the top of",019r
One needs to understand all of this as <m>iron</m> balls. When one,019r
inside the place. They are founded separately as if to serve for uses,019r
<head>For writing as well from the,019v
left as from the right</head>,019v
Write as best you can with <m>well-gummed ink</m> on as many little,019v
Write as best you can with <m>well-gummed ink</m> on as many little,019v
<oc><m>cards</m></oc> as you want <del><ill/></del> to write words. &amp; once,019v
"<ms>as much of one as the other</ms>, in such a manner that it is very light in color,",020r
"<ms>as much of one as the other</ms>, in such a manner that it is very light in color,",020r
"it is stained by veins, in straight lines as if tanned, which happens",020r
"whiter &amp; clearer, but alternately it is not so durable as that from",020r
"<pl>Toulouse</pl> named Cardaillac<comment rid=""c_020v_02""/> as one of the most beautiful in",020v
"<ab>As for small <wp>cannons</wp> which are not loaded with a <tl>ladle</tl>,",021r
the earth such that one is <del>equally</del> as far from the edge,021v
<wp>cannon</wp> as the other. And underneath they place the above-mentioned,021v
"inside of the <wp>cannon</wp>, as if it were a cannonball cut in half. It is two",023r
"handles must be kept at the edge of its muzzle, as you see. To place it,",023r
<ms><fr>pan</fr></ms> long <add>&amp; as thick as a,023r
<ms><fr>pan</fr></ms> long <add>&amp; as thick as a,023r
"<del><tl>wimble</tl></del><comment rid=""c_168r_01""/> <add><tl>gimlet</tl>, &amp; the entire leg as",023r
angle as if <add>you</add> wanted to fix them toward the middle of the,023r
<tl>stick</tl> as thick as a <ms><bp>finger</bp></ms> can pass. Fill it,023r
<tl>stick</tl> as thick as a <ms><bp>finger</bp></ms> can pass. Fill it,023r
"sufficient if they weigh 40 or 50 <ms>lb</ms>. Moreover, as for its",023v
"charge, ball, &amp; fashion of proceeding, one needs to do all as is",023v
powder</m> is required here. The hole needs to be as large as <ms>the,024r
powder</m> is required here. The hole needs to be as large as <ms>the,024r
"&amp; others obstacles, such as <pa>trees</pa>, <m>stone</m> mounds",024v
they do not heat up as quickly.</ab></div>,024v
<wp>pieces</wp> is the <ms>width of two gabions</ms>. As long as the battery,024v
<wp>pieces</wp> is the <ms>width of two gabions</ms>. As long as the battery,024v
"ram the <m>powder</m> as much as they can, in nine or ten pushes, until",025r
"ram the <m>powder</m> as much as they can, in nine or ten pushes, until",025r
as much of it as before &amp; one rams a little. Some put,025r
as much of it as before &amp; one rams a little. Some put,025r
"made as you have elsewhere, or else one uses a <m>basan</m> full of",025r
"wall, some say, <del>for</del> that is, as if at an",025r
"in the middle of the thickness &amp; proportion of the balls, as is said",025v
"put fifteen or 20 or as much as they can, and to cover up the blackness",028v
"put fifteen or 20 or as much as they can, and to cover up the blackness",028v
"because it is more humid and does not make the paste as brittle, and",029r
<fr>legi</fr></del> the very finely sieved <m>flour</m>. And knead it as if,029r
it has enough body &amp; is as firm as <m>bread dough</m> that one is,029r
it has enough body &amp; is as firm as <m>bread dough</m> that one is,029r
"<m>strong glue</m> or <m>paste glue</m>, as you like, and you will be",029r
"true that it is more brittle and firm as well, but one needs to prepare",029r
"round or flat things, as you like. It is to make an ornament at little",029r
"transparent as <del><fr>ro</fr></del> <m>rouge clair enamel</m>, it is",029v
would not be able to release as well from the <tl><m><fr>grais</fr></m> mold</tl>,030r
"as from the <m>earth</m>, which is soft. One makes the <fr>noyau</fr> of",030r
"<fr>n</fr></del>, as is said. These fumes are made right in the middle of the",030r
it more vendable. But it will not last as long.</ab>,030r
"with a <tl>rope</tl>, as thick <corr><del><tl>rope</tl></del></corr> as",030v
"with a <tl>rope</tl>, as thick <corr><del><tl>rope</tl></del></corr> as",030v
time with this <tl><fr>plane</fr></tl> as they did with the,030v
"as you have done, holds <env>in the rain</env> <corr>and</corr> is",031r
<m>paper</m> the lighting of their histories and <del><fr>as</fr></del>,031v
"<ab>As soon as the colors of panels are well dried, the <pl>Flemish</pl>",032r
"<ab>As soon as the colors of panels are well dried, the <pl>Flemish</pl>",032r
one uses it as the seat.</ab>,032r
"<env>partition walls of rooms</env>, which they weave almost as fine as",032v
"<env>partition walls of rooms</env>, which they weave almost as fine as",032v
"&amp; the side <del><ill/></del> A, as readily as the side B, is hidden",033r
"&amp; the side <del><ill/></del> A, as readily as the side B, is hidden",033r
also the notch needs to be as thick as <ms>the back of a,033r
also the notch needs to be as thick as <ms>the back of a,033r
them deftly around the lit <tl>candle</tl> as if you wanted to cover it,033r
"<bp>hands</bp> around it again as if you wanted to cover it, &amp; your",033r
"to it, no matter how he shakes his <bp>head</bp>. And making it seem as",033v
"will be a little above the spout, just as you can see in the adjacent",033v
"well, making it seem as if you are <sn>tasting</sn> the <m>wine</m>,",033v
make it seem as if you pierce the <bp>forehead</bp> of someone who holds,033v
<ab><mark>X</mark> You will cut from it a small piece as thick <ms>as a,034r
<ab><mark>X</mark> You will cut from it a small piece as thick <ms>as a,034r
"Take a <tl>box of <m>boxwood</m> banded with rings</tl>, as you see,",034v
"rings so that, being joined, it appears as if they are one and the same",034v
"same length as the <tl>box</tl></tl>, as you see marked C, which fits",034v
"same length as the <tl>box</tl></tl>, as you see marked C, which fits",034v
"the box inside it, as it was at the start. Then, removing the",034v
"edge, as you can see, &amp; they would not touch the ground. And if,",035r
will place as much <m><pa>grain</pa></m> as can be held <ms>within the,035v
will place as much <m><pa>grain</pa></m> as can be held <ms>within the,035v
"<ab>Make a <tl>small sheath of <m>plain leather, such as <al>cow</al> or",036r
"morocco</m></tl>, somewhat thick, <ms>as tall as three",036r
"morocco</m></tl>, somewhat thick, <ms>as tall as three",036r
"the tip, which is a little puckered, has a round hole <ms>as large as a",036r
"the tip, which is a little puckered, has a round hole <ms>as large as a",036r
"<tl>ball</tl> which is in your <bp>fingers</bp>, &amp; making it seem as",036r
"by wetting, but not as precisely as with the <tl>hot <m>iron</m></tl>.</ab>",036v
"by wetting, but not as precisely as with the <tl>hot <m>iron</m></tl>.</ab>",036v
"As for the yellow, they make it from <m>silver</m>, the red from",037v
"<m>sanguine</m>, as is said elsewhere, the black &amp; gray &amp;",037v
"shape of a trellis, as would perhaps be the Screen of",038r
"<pn>Charlemagne</pn>,<comment rid=""c_038r_02""/> as it is called, in the treasure of <pl>Saint Denis</pl>, in which the <m>gemstones</m> are",038r
"mounted without leaf, so as to have the enjoyment of the light on one",038r
as on the <m>beryl</m>.</add></ab>,038r
"the soil with <tl>shovels of <m>iron</m></tl>, as <pro>gardeners</pro> do.",039r
"Next, one harrows it with <tl>rakes</tl>, &amp; breaks it up finely as",039r
"when, put in the <bp>mouth</bp>, it gives a <sn>taste as of",039r
mold-like veins which are as if golden or silver. One assays it in the,039r
hardness for engraving as <m>fine silver</m> or,039v
"<tl>stick</tl>, follow the lines of your history as if you wanted to",039v
<ab>at all expert in painting. If your <m>glass</m> pane is bulging as,040r
the <m>water</m> does not have as much dregs. Several make it without,040r
"as those in the <tl>furnace</tl> should be, in order that they do not",040v
"to be heated as vigorously. The <tl>top grate</tl>, where you set your",040v
"charcoal is placed, for by doing this not as much of it is",040v
to mix it with <ms>half as much</ms> <m>sand</m> and a <ms>quarter</ms>,041r
<ab>One ought not to give as strong <m>gum water</m> on <m>glass</m> for,041v
<del>the <m>gold</m> as for</del> the <m>silver</m> layer as for the,041v
<del>the <m>gold</m> as for</del> the <m>silver</m> layer as for the,041v
<m>gold</m> because a <m>silver</m> leaf is twice as strong as a,041v
<m>gold</m> because a <m>silver</m> leaf is twice as strong as a,041v
scratch as easily. <del><fr>Q</fr></del> And if the <m>gum</m> was not a,041v
"&amp; serve as a background for painting with colors, for if it were not",041v
"is as if red, for otherwise the <m>metal</m> would spatter &amp;",042r
"<tl>pestle</tl>, you will roll it as if you wanted to polish it, and it",042r
"relief of which you want to have the hollow form, as if you wanted to paint",042r
"<ab>Apply black with <m>glue</m>, as was said, on the medal, then",043r
"will make <del><fr>e</fr></del><comment rid=""c_070r_03""/> <m>wine</m> as claret colored as you like. If you",043v
"will make <del><fr>e</fr></del><comment rid=""c_070r_03""/> <m>wine</m> as claret colored as you like. If you",043v
"contrary, if the breech is made hollow, as they commonly are, the",043v
"masters</pro></env>. But elsewhere, they add as much as they can. One",044r
"masters</pro></env>. But elsewhere, they add as much as they can. One",044r
<sn>sonorous</sn> and it is not as breakable.</ab>,044r
done over &amp; under as for making any other fabric. And passing a,044v
"<ms>as much <del>as</del> of one as the other</ms>, &amp; as much of",044v
"<ms>as much <del>as</del> of one as the other</ms>, &amp; as much of",044v
"<ms>as much <del>as</del> of one as the other</ms>, &amp; as much of",044v
"<ms>as much <del>as</del> of one as the other</ms>, &amp; as much of",044v
"<m>wax</m> as the two together, and mix it with <m><tl>pestled</tl> brick</m> for greater",044v
<ab>One needs to make a <m>wooden</m> pipe as<ms> long as the width of 4,045r
<ab>One needs to make a <m>wooden</m> pipe as<ms> long as the width of 4,045r
"Then, having cut <m>strong paper, <del>of the</del> as of large printed",045r
"books</m>, in the form of D, as <ms>wide as you want to make your",045r
"books</m>, in the form of D, as <ms>wide as you want to make your",045r
"&amp; beat so as to tamp &amp; press the folded tip of your cartridge,",045r
"<tl>cutting-punch</tl>, marked E, which should be of the same caliber as",045r
"the part coming from the square to the point as in D, because it is enough",045r
as <del>D</del> H,045r
"sulfur</m> is excellent, but one needs to mix it in this way: take as",046r
much <m><pa>clove</pa> oil</m> as can be held in a,046r
"<tl><ms><pa>walnut</pa> shell</ms></tl>, and as much <m>rose honey</m>,",046r
Write with <m>oil of sulfur</m> &amp; heat &amp; the letter will turn as,046v
black as this one. <emph><fr>Urb.</fr></emph>,046v
"Rub with the aforesaid <m>oil</m>,<comment rid=""c_046v_01""/> &amp; as it becomes",046v
"as soon as you touch the <bp>tooth</bp>, <md>the tartar &amp; blackness will go",047r
"as soon as you touch the <bp>tooth</bp>, <md>the tartar &amp; blackness will go",047r
"quickly. They do not drink as much <m>silver</m> as the others,",047r
"quickly. They do not drink as much <m>silver</m> as the others,",047r
found in them. They are less prone to tipping as others that have a,047r
"in a piece of <m><al>beef</al></m>, then boiled, rejoins them, as they say.",047r
"<tl>those for <pro>glassmakers</pro></tl>, as <m>glass</m> is not as",047v
"<tl>those for <pro>glassmakers</pro></tl>, as <m>glass</m> is not as",047v
"heavy as <m>metal</m>. And in this instance, one needs to <m><tl>lute</tl></m> the",047v
"off and the rest will stay as if red, and it will be necessary",048v
"<m>saltpeter</m> &amp; <m>pulverized tartar</m>, <ms>as much of one as of",048v
"<m>saltpeter</m> &amp; <m>pulverized tartar</m>, <ms>as much of one as of",048v
"as if it were burnished, it is good. For sometimes it becomes spotted",048v
"<m>looking-glass tin</m> makes the work whiter, but not more runny; as",049r
"<al>cuttlefish</al> bones</m>, <ms>as much of one as of the other</ms>;",049r
"<al>cuttlefish</al> bones</m>, <ms>as much of one as of the other</ms>;",049r
"there is a harder &amp; whiter &amp; finer kind than the other, as it",050v
"<m>common iron</m>, they call it <m>strong iron</m>. But it is not as",050v
excellent as <m>purified steel</m> like that from <pl>Germany</pl> &amp;,050v
"water</m>, then mix some <m>soap</m> in it &amp; do as is said.</ab>",051r
And finally you will mix everything <add>as long as</add> &amp; until,051v
And finally you will mix everything <add>as long as</add> &amp; until,051v
"first been cleaned in <m>lye</m> as said, then, rub it with the surface",051v
always charging the <tl>plate</tl> with <m>ink</m> &amp; cleaning it as you,051v
"in <m>lye</m> or <m><bp>urine</bp></m>, as already said, to clean it. The",051v
"<m>glass</m> mattras</tl>, as thick as you can, &amp; one",052r
"<m>glass</m> mattras</tl>, as thick as you can, &amp; one",052r
"<ms><bp>fingers</bp></ms> long, &amp; one <ms>lb</ms> in weight, and as",052r
have as much weight. For this work you also,052v
"<al>black ants</al>, &amp; as soon as there are two or three molted,",053v
"<al>black ants</al>, &amp; as soon as there are two or three molted,",053v
"resting without eating, as if they were dying to be reborn again,",053v
"<ms>as long as a <bp>ring finger</bp></ms> &amp; has eight feet, &amp;",054r
"<ms>as long as a <bp>ring finger</bp></ms> &amp; has eight feet, &amp;",054r
flying. And there are male &amp; female. As soon as they come,054r
flying. And there are male &amp; female. As soon as they come,054r
"their eggs &amp; seed <ms><tmp>until Holy Week</tmp></ms>, as",054r
"them as they yap at you, &amp; they will bite on the <m>balls</m> so",054v
"that you can, as long as the <ms><bp>joint of the little",055r
"that you can, as long as the <ms><bp>joint of the little",055r
"held on the <tl>ramrod</tl>, as you know, &amp; it will only make a",055r
"<m>waters</m>, <ms>as much of one as of the other</ms>, &amp; temper in",055v
"<m>waters</m>, <ms>as much of one as of the other</ms>, &amp; temper in",055v
"<ab>Take <m>river water</m>, as clear &amp; running as",056r
"<ab>Take <m>river water</m>, as clear &amp; running as",056r
with the said <m>water</m>. Take <ms>as much <m><al>pigeon</al> dung</m>,056r
"as the said <m>earth</m></ms>, &amp; <ms>as much <m><al>horse</al>",056r
"as the said <m>earth</m></ms>, &amp; <ms>as much <m><al>horse</al>",056r
"dung</m></ms>, &amp; <ms>as much <m>iron filings</m></ms>, &amp; mix the",056r
"of an hour</tmp>, <tmp>in winter</tmp> as well as",057r
"of an hour</tmp>, <tmp>in winter</tmp> as well as",057r
will appear grainy as if there were <m>gold powder</m> disseminated on,057r
"<m>iron scale</m>, one after the other, as even as the",057v
"<m>iron scale</m>, one after the other, as even as the",057v
"<ab>When you are making a painting with several persons, just as the",058v
way it will not die as much.</ab>,058v
"turn soft again as before, then you will finish to clean them in",058v
<m><pa>walnut</pa> oil</m>. <m><pa>Walnut</pa> oil</m> is not <del>as,058v
not</del> as appropriate to soften them as that of <m><pa>spike,058v
not</del> as appropriate to soften them as that of <m><pa>spike,058v
of the <tl>paintbrush</tl> stick to them as to the,058v
as if bluish.</ab>,059v
soft as if recently cooled. Apply it on cracks &amp; crevices with the,059v
"way as if you wanted to pounce, &amp; leave to dry. And reiterate up to",060r
"Also layer your colors as thinly as you can, for if they are thick you",060r
"Also layer your colors as thinly as you can, for if they are thick you",060r
"Also do not layer color on color if they are not similar, such as white",060r
The <m>oil</m> is desiccative enough when it dries out as quickly as,060r
The <m>oil</m> is desiccative enough when it dries out as quickly as,060r
<m>common varnish</m>. <m>Oils</m> do not dry as quickly in cold,060r
countries as in hot countries. <m>Oil</m> <env>exposed to the sun</env>,060r
penetrates as far as the <m>wood</m> &amp; makes the colors come off such,060v
penetrates as far as the <m>wood</m> &amp; makes the colors come off such,060v
"layer, the other more pale for the highlights, as around the eyes. And",061r
"for the light would be too crude &amp; too harsh, but obliquely &amp; as",061r
"the shadow &amp; the work, as a harsh light a harsh",061r
"half</ms> <m>turpentine</m>, because this light, which is not as bright",061v
"as from <m>glass</m>, makes features appear larger to them. And when they want",061v
"sharpen it. Also, hold your <tl><m>charcoal</m></tl> as far at the end",062r
"as you can, <del>&amp; do it</del> &amp; accustom yourself",062r
"need to undo anything, you will not waste as much time as if you had",062r
"need to undo anything, you will not waste as much time as if you had",062r
moves about &amp; reaches as far as necessary without losing the point.</ab>,062v
moves about &amp; reaches as far as necessary without losing the point.</ab>,062v
"hold your panel as upright as you can on the <tl>easel</tl>, for if",062v
"hold your panel as upright as you can on the <tl>easel</tl>, for if",062v
"<m>wine</m>,<comment rid=""c_063r_01""/> &amp; I have <del><fr>p</fr></del> tested it. <m>Eau-de-vie</m> does as much.</ab>",063r
"desiccative color, such as <m>minium</m> &amp; similar, finish softening",063v
&amp; as difficult to work as <m><fr>azur d’esmail</fr></m>. Therefore use the,064r
&amp; as difficult to work as <m><fr>azur d’esmail</fr></m>. Therefore use the,064r
One softens in the same way on <m>oiled paper</m> as on <m>wood</m>. But,064r
"main pattern for faces <add>and for bent bodies</add>, <del>&amp; the cross</del> as the cross is",064v
"but as if lifted off, &amp; resting on the edges of the panel. Otherwise",064v
as if going from <del><fr>l<exp>ett</exp>re a ga</fr></del> right to,065r
One cannot layer <m>oil</m> on cut <m>paper</m> &amp; model as in,065r
"All fatty colors, such as <m>ceruse</m> and <m>minium</m>,",065r
"grinding has <df>body</df>. But those which do not have it, such as",065r
"as long as you re-coat it twice, for in this manner, the colors, having",065v
"as long as you re-coat it twice, for in this manner, the colors, having",065v
"done with it. Thus the colors do not absorb, also they will not last as",065v
you would not be able to judge proportions as well as from a certain,065v
you would not be able to judge proportions as well as from a certain,065v
"<ab>One commonly glazes with colors that do not have body, such as",065v
"One needs to be quite careful about this, &amp; not make it, as some",065v
"as with <m>oil</m>, and this supports the <m>varnish</m>, but this does",066r
"in one place as in another. <mark>|</mark> It is necessary that gold color be laid down thick, for if it were clear, it",066r
"take heed not to</del> and when it is as if dry, it grips the",066r
"<tl>oven</tl></m> &amp; split them <ms>in half</ms> &amp;, as hot as may",066v
"<tl>oven</tl></m> &amp; split them <ms>in half</ms> &amp;, as hot as may",066v
"<al>squirrel</al>’s fur</m>, <ms>as much in one go as one can hold in a",066v
"<al>squirrel</al>’s fur</m>, <ms>as much in one go as one can hold in a",066v
<ab><m><add><pa>Walnut</pa></add> oil</m> mixed with as much of,067v
"<m>turpentine</m>, not at all so thick as for varnish. And thus you can",067v
"linen</m>, all 4 excellent. But as for the <m>chalk</m>, it needs to",068r
dried out &amp; does not have as much hold &amp; bond like the fresh one.,068r
once calcined &amp; reduced as if to its prime substance. In order to,068r
"previous ones do as well, &amp; withstands several fusions. First one ought to burn",068v
cast <m>lead</m> at all as hot as <m>tin</m>. In big works it is necessary,069r
cast <m>lead</m> at all as hot as <m>tin</m>. In big works it is necessary,069r
"<m><fr>tuf</fr></m> or <m>stone</m>. Since it comes out in large lumps one would say that it starts to take shape as a stone. But when it is wet, it",069r
<del><fr>f</fr></del> with a thickness as delicate as a <tl>knife</tl>,069v
<del><fr>f</fr></del> with a thickness as delicate as a <tl>knife</tl>,069v
it be alloyed with some fatty thing which has bond such as <m>molded,069v
"<tl>vessel</tl> into another, as one who wants to beat <m><fr>eau",071r
"panée</fr></m>, and as they are doing this, someone else lights with a",071r
they <del><fr>boi</fr></del> drink it as hot as they can to overcome a cold.</ab>,071r
they <del><fr>boi</fr></del> drink it as hot as they can to overcome a cold.</ab>,071r
"it into <m>eau-de-vie</m>, which they use almost as habitually as we use",071r
"it into <m>eau-de-vie</m>, which they use almost as habitually as we use",071r
graze there have very yellow fat and are nevertheless just as good as,071v
graze there have very yellow fat and are nevertheless just as good as,071v
"<m>iron</m></tl> as well, to clean the <m>charcoals</m> which are in",072r
"<m><pa><fr>persicaire</fr></pa></m>, which renders them soft as <m>lead</m>. Try",072r
"of fire, for this corrupts &amp; makes it shrink &amp; crumble as well.",072v
not as many stripes &amp; molds more cleanly. The <m>shell</m> which,072v
"Some, such as <pro>printers</pro>, mix <m>iron or pin filings</m>",072v
"make it boil just as before and stir with a <tl>spoon</tl>. And then,",074r
"sandarac</m> &amp; will do as above. And then after, you will take",074r
"like the other, and <corr><del><fr>s</fr></del></corr> make two or three ground layers as above.",074v
"is dry give another ground layer of the same, &amp; let it dry as before",074v
melt as above.,074v
"<m><del><fr>resins</fr></del> <add>resin</add> pitch</m>, as above.</ab>",075r
"<add>as soon as</add> it is all melted, put in the",075r
"<add>as soon as</add> it is all melted, put in the",075r
"<m>glass alum</m>,<comment rid=""c_075v_03""/> &amp; as much <m>green copperas</m>,",075v
"oil</m>, and similarly for <m>horn</m>, as the case may be, four or five",075v
as with green.</ab>,076r
Take one <ms>quart</ms> of <m><bp>urine</bp></m> as above and one <ms>ounce</ms>,076r
"into powder, and do as with green.</ab>",076r
"<m>lake</m>, &amp; do as above.</ab>",076r
Take <m><bp>urine</bp></m> as above and two <ms>ounces</ms> of,076r
"and two <del><ms>ounces</ms></del> <ms>drams</ms> of <m>sal ammoniac</m>, &amp; do as above.</ab>",076r
<del>and</del> <add>in</add> a very clean <tl>mortar</tl>. And take as,076v
"<m>benzoin just as coarsely <tl>pestled</tl></m>, and put it to use with the",077v
"and do as before when you see that the case is going well, and mix the",077v
"lavender</pa> oil</m>, as much of one as the other, &amp; mix it",077v
"lavender</pa> oil</m>, as much of one as the other, &amp; mix it",077v
<ab>Take <m>vermilion</m> &amp; temper it with <m>gum water</m> as well,078r
"as with other <m>water</m>, and make it like the other <m>varnish</m>,",078r
then lay it down as before <del>for making three green</del>.</ab>,078r
needs <ms>twice as much</ms> <m>glass alum</m> as,078v
needs <ms>twice as much</ms> <m>glass alum</m> as,078v
it as a powder on a <tl>white cloth</tl> stretched over a <tl>very clean,079r
Take six <ms>ounces</ms> of <m>calcined tin</m> &amp; as much of,079r
"&amp; <m><pa>spike lavender</pa> oil</m>, as much of one as the other,",079v
"&amp; <m><pa>spike lavender</pa> oil</m>, as much of one as the other,",079v
<tl>pipe</tl> descend as in A to B. in order to give it push,080r
<ms>twice as long as the ascending <tl>pipe</tl></ms>. This,080r
