Description,folio
"are sufficient to drag them. They are easy, &amp; close up they have as",017r
"are sufficient to drag them. They are easy, &amp; close up they have as",017r
importance</env>. They are no more subject to bursting than the others,017r
because they are short. For that which gives great strength to the,017r
thickness <del><fr>ce</fr></del> the length that they would have by the,017r
"<ms><pro>King</pro>’s <fr>pan</fr></ms>, by which measure they",017r
"will be found longer. But also they would be thinner. The <del>e</del><comment rid=""c_017r_01""/>",017r
"greenness which they expel on the surface, they redden, that is to say",017r
"greenness which they expel on the surface, they redden, that is to say",017r
that they are composed of a sufficient quantity of,017r
"<m>rosette</m>. If not, they are only of <m><fr>metal</fr></m>,<comment rid=""c_016v_05""/> which",017r
"shows up whitish. If they themselves do not make this demonstration,",017r
<ms><fr>pans</fr></ms> long. But they are very troublesome to drive. The,017v
"others, and easily eight <ms><fr>pans</fr></ms> long, &amp; they are for",017v
On each side of the opening of the breech they give the <ms>thickness of,017v
half a ball</ms>. And then they also add on each side the <ms>third part,017v
<wp>cannons</wp> approach more closely. They also serve to support the battery.,018r
One needs fifteen or sixteen <al>horses</al> for moving it. They are,018r
"<add>They shoot 8 or 9 hundred <ms>paces</ms> at point-blank, &amp; up to",018r
They serve to batter defences of little importance such as,018r
"as of three <ms>balls</ms>. At range, they can shoot around one <ms>league</ms>,",018r
thick</ms>. They are used for following a camp promptly &amp; for the defense,018v
although such <wp>pieces</wp> are hardly moved insofar as they only serve to,018v
better because they will penetrate more than six <m>lead</m> ones. Its,019r
inside the place. They are founded separately as if to serve for uses,019r
"necessary that they be <m>earthenware</m>, in the fashion of the crown of",020r
"a catholic hat, but it is necessary that they be open at both ends. And",020r
necessary that they be larger and not be open at the top. Then having,020r
"shape of a <tl>frame</tl>, because they cannot be set quite evenly.</ab>",020r
<ab>They want to be planted <env>in a very humid place where with such a,020v
"this means they are tender. Otherwise a hard heart forms inside,",020v
<wp>cannon</wp> as the other. And underneath they place the above-mentioned,021v
<tl>ruler</tl>. Then when they want to fire at,021v
"night, they push their <wp>cannon</wp> straight toward the above-mentioned",021v
"end of the aforesaid <tl>ruler</tl>. Next, they measure with a",021v
"side of the <wp>cannon</wp> &amp; if it is too close or too far from it, they",021v
They carry a lot of ammunition. <del><fr>be</fr></del> One fills them,021v
The <wp>grenades</wp> ought not to be too brittle. But it is good that they be,021v
"holding the blast a little rather than breaking, they have more",021v
"long. Also, they only serve for making a salvo at an entry or for",022v
"<df><wp><fr>basilics</fr></wp></df>, and they are <wp>pieces</wp> made for pleasure.</ab>",022v
"not straight <del>but</del> for they would not have any strength, but at an",023r
"<tl>bar</tl> or two, four men carry it. They are also used for putting",023r
"sufficient if they weigh 40 or 50 <ms>lb</ms>. Moreover, as for its",023v
that they be full of <m>powder</m> mixed with <m>coarsely <tl>pestled</tl>,024r
change them if you recognize that they have become too dry. To throw,024r
they fill the gabions with some <m>earth</m> by means of their,024v
they do not heat up as quickly.</ab></div>,024v
"ram the <m>powder</m> as much as they can, in nine or ten pushes, until",025r
"they find the <m>powder</m> to be hard &amp; well-compacted. Next,",025r
"unless it has two harnesses, be they of <m>wood</m> or <m>iron</m>. And",025r
"cart around</add>, they make it from the ring at the breech to the ring",025v
"<del>&amp;</del> they diminish it one <ms>line</ms>, or more or less, on",025v
<add>from</add> the straight line which they make in the middle of the,025v
<del>with</del> in order that all together they cut &amp; scrape in the,025v
"<ab>They are made better in crucible form, <del>hollow at the</del>",026r
"for fifteen <tmp>days</tmp>, they have more force.</ab>",026r
<ab>They deem the best <m>tin</m> is the one that comes in,028v
cut it up and sell it by the piece. And in this they often make a mixture of,028v
"burnished, because it is the softest. Sometimes in their <fr>saulmons</fr> they find pieces of <m>iron</m>, stones &amp; similar",028v
"put fifteen or 20 or as much as they can, and to cover up the blackness",028v
"of the <m>lead</m> <del><fr>il</fr></del> and its softness, they put in",028v
"To mold platters &amp; dishes, they make them out of <m><fr>pierre",028v
"<m><fr>grais</fr></m>,<comment rid=""c_008v_02""/> &amp; they turn &amp; polish <del>around</del>",028v
them on the <tl>wheel</tl>. They melt their <m>tin</m> in an,028v
"<del>almost</del> a sufficient quantity for a platter, they cast",028v
"<del><fr>leu</fr></del> in their <tl>cold molds</tl>, which they keep",028v
"joined &amp; tight between their <bp>knees</bp>. And soon after, they",028v
"open the <tl>molds</tl> so that they do not heat up, &amp; having taken",028v
"Then, with a <tl>cloth</tl> which soaks in <m>water</m>, which they",028v
"always have beside them, they rub the middle of the back of the dish",028v
appearance of <m>tragacanth gum</m> with which I think they adulterate,029v
<ab>They also make their <tl>molds</tl> from <m>metal</m> which lasts,030r
"<cn>frans</cn>. They are mainly made of <m>metal</m>, for basins &amp;",030r
pierced. However they repair it with <m>solder</m> <del>of the,030r
"<ab>Depending on the size of their platters &amp; plates, they have",030r
notches on the spoke of their <tl><m>iron</m> wheels</tl>. And when they,030r
"<ab>any dish or plate, they loosen &amp; undo with the strike of a",030v
"the <tl>wheel</tl>. And, when they are at the notch and points that they",030v
"the <tl>wheel</tl>. And, when they are at the notch and points that they",030v
"need, they tighten the said wedges, wedging them with the",030v
"iron</tl> &amp; then with a large <tl>file</tl>, they adapt it on the",030v
<tl>wheel</tl>; &amp; first of all they wrap their,030v
"turns the <tl>wheel</tl>, they guide the sharp edge of the",030v
lumpy skins of the work. And next they even it out with a<corr><del><fr>e</fr></del></corr> <tl>cutting,030v
they rub with a little <tl><m>putty</m></tl> on <tl><m>leather</m> nailed,030v
"burnished like a mirror. Moreover, they repair the work for the second",030v
time with this <tl><fr>plane</fr></tl> as they did with the,030v
"<tl>sharp <m>iron</m></tl>, they scrape the edges of the platters or",030v
plates to smooth them so that they are not found sharp when handled</ab>,030v
"damaged them, they first polish them with <tl><m>emery stone powder</m></tl>,",031r
then they finish burnishing &amp; smoothing with the <tl><m>putty</m></tl>.,031r
Otherwise they would not strike neatly. It is also necessary that the,031r
"<ab>For blue, they take the coarsest <m><fr>azur d’esmail</fr></m> &amp; grind it",031v
"of <m>glass</m> upright), they lay all their pieces on <m>white",031v
set down all colors which are of one kind all in one go. Then they heat,031v
varnish them so they do not die any more than they already have &amp; remain in that,032r
varnish them so they do not die any more than they already have &amp; remain in that,032r
"with it they form letters, or that which they want to <m>gild</m>,",032r
"with it they form letters, or that which they want to <m>gild</m>,",032r
"<m>gold</m>, but they never do their work quite neatly, and if there is",032r
"<ab>Others do better, they temper <m>candy sugar</m> in <m>water</m> and",032r
mix it with <m>sanguine</m> that they call,032r
"<ab>They make two kinds of them in <pl>Toulouse</pl>, one to hang on the",032v
"<env>partition walls of rooms</env>, which they weave almost as fine as",032v
"they make them in long bands, some the <ms>width of ten",032v
"<del><fr>b</fr></del> <m>straws</m></ms>, others of thirteen. And they",032v
"winter</tmp></ms>, when they put it to use, they sew it. But beforehand,",032v
"winter</tmp></ms>, when they put it to use, they sew it. But beforehand,",032v
"they put it in <m>dye</m> and commonly make it in three colors, green,",032v
"which shows its dark yellow, one obtains bright green. For the red, they",032v
"use <m>alum</m> and <m><pa>brazilwood</pa></m>. For the violet, they use",032v
<ab>They do not have the invention for making a perfect red in a work,032v
"which is <fr>rouge d’escaille</fr>. They make their common red with <m>sanguine</m>,",032v
"<ab>They buy <m>rosette</m> at xx <cn>lb</cn> a <ms>quintal</ms>,",032v
"<add><mark>#</mark></add><comment rid=""c_112r_02""/> are, the <del>soft</del> more difficult they are",032v
why <m>solder</m> is made with it. In <pl>Germany</pl> they make very,032v
"light candlesticks, it is because they turn them by means of",032v
"<m>water</m>, but they are breakable. A <ms>quintal</ms> of",032v
good hocus-pocus words so that they look at his <bp>face</bp> &amp; not,033r
"rings so that, being joined, it appears as if they are one and the same",034v
"edge, as you can see, &amp; they would not touch the ground. And if,",035r
"<m>pebbles</m>, and first they blow a long bubble, which another",036v
"addition to this, they flatten it with a long &amp; <tl>thick round",036v
"<m>iron</m> rod</tl>, then they remove it to the <tl>annealing furnace</tl>.",036v
"that they are smooth, &amp; swallow them without chewing. This <md>benefits",037r
"moon cycle</tmp>, for otherwise they would bud too many leaves &amp;",037v
"which they soften with <m>rocaille</m><comment rid=""c_031v_02""/> or <m>leaded glass</m>.",037v
"As for the yellow, they make it from <m>silver</m>, the red from",037v
"from yellow, then on top they coat <m><fr>esmail d’azur</fr></m>, either",037v
"strong or weak, according to whether they want to make it bright or",037v
"<ab>One finds <m>sapphires</m> that one calls <df>of the trellis</df>, because they are pierced and it is said that a",038r
blemishes. I am of the opinion that these are artificial &amp; that they,038r
"<del><fr>souf</fr></del> <m>sapphire</m>, they choose beautiful blue",038r
"<tl><m>emery</m></tl>, they cut it in bevel &amp; polish it. And in this manner,",038r
they counterfeit very beautiful <m>sapphires</m>. The old,038r
they take it from the bottom of the <m>glass</m>.</ab>,038r
"they only polish it, rubbing it with a <tl><m><pa>willow</pa></m>",038r
<ms><tmp>year</tmp></ms> they will bear very beautiful fruit.</ab>,038v
retail &amp; in detail it would be too much effort for them. They have,038v
"<cn>lb</cn> to <m>dye</m>, they use <m>cloths</m> worth seven or eight",038v
<ab>They assemble <m>silver filings</m> with <m>saltpeter</m> which,039r
"which they want to coat with color, leaving that which is necessary for",039v
"them on a hot tile &amp;, once they are hot, spread your colors &amp;",040r
"is yellow in the <tmp>summer</tmp>, they <m>dye</m> <m>thread</m> &amp;",040r
"as those in the <tl>furnace</tl> should be, in order that they do not",040v
"in and of themselves mixed with <m>sand</m>. If they are not, do it by artifice.",041r
"after they are hatched, but remain in this state. But after that they grow quickly,",041r
"after they are hatched, but remain in this state. But after that they grow quickly,",041r
especially if they go into the <env>water</env>. One feeds them with <m>boiled,041r
<del><ill/></del> the very <m>dung of the <al>ewe</al></m> on top. When they,041v
"are fat, they are easier to shear &amp; do not get wounded so easily.",041v
"say castrate, when they are one or two <ms><tmp>years</tmp></ms> old, he",041v
"contrary, if the breech is made hollow, as they commonly are, the",043v
"<ab>They mix viii <ms>lb</ms> <add>or ten</add> of <m>lead</m>, per",044r
<ms>quintal</ms> of <m>tin</m> in <env>cities where they are <pro>sworn,044r
"masters</pro></env>. But elsewhere, they add as much as they can. One",044r
"masters</pro></env>. But elsewhere, they add as much as they can. One",044r
<ab>They are made at <pl>Coustance</pl> in <pl>Normandy</pl> with,044v
<m><al>horse</al> tail hair</m> which they clean with <m>lye</m> because,044v
they sort them with the <tl><bp>mouth</bp></tl> &amp; separate out short,044v
&amp; broken ones. They do not make the <tl>reed</tl> longer than the,044v
"sieve, &amp; the reed is round. They attach to both edges of",044v
the work they want to make. And the weft is <corr><del>is</del></corr>,044v
"between, next they pass two <m>hairs</m> at each step of the pedal",044v
<m>hairs</m> in the entire sieve. They sell them by the <ms>dozen</ms> &amp; each dozen,044v
xxx <ms><cn>sous</cn></ms>. They bring them to <pl>Toulouse</pl> to,044v
they will disappear on <m>parchment</m>. <emph><fr>Urb.</fr></emph>,046v
"warm, they will burn without a flame. <emph><fr>Urb.</fr></emph>",046v
"<m><fr>grès</fr></m><comment rid=""c_008v_02""/> are better, for they last, without comparison,",047r
"longer than others. And because they are not very thick, one wastes less",047r
"<m>charcoal</m> melting <m>gold</m> &amp; <m>silver</m>, for they heat",047r
"quickly. They do not drink as much <m>silver</m> as the others,",047r
found in them. They are less prone to tipping as others that have a,047r
"in a piece of <m><al>beef</al></m>, then boiled, rejoins them, as they say.",047r
"necessary that the substance be softer. For big ones, to which they give a more",047v
"red hot, they put a little of it at a time, &amp; <del><fr>se</fr></del>",048v
<ab>They become brittle having been put back to melt often or for a <tmp>long,048v
"time</tmp>, and they thicken and burn, in such a way that even when one melts",048v
They come out better &amp; more neatly in <tl><m>stone</m> molds</tl>,048v
"cast in <m>stone</m>, &amp; if they want their work whiter, they put",049r
"cast in <m>stone</m>, &amp; if they want their work whiter, they put",049r
They cast with <m>solder</m> that <del><pro>pewterers</pro></del>,049r
<ab>They put into one <ms>quintal</ms> of <m>fine tin</m> one,049r
"thicker. They cast in solid &amp; thick <tl><m>tin</m> molds</tl> or, to",049r
"breakable &amp; harder &amp; difficult to work with, they cast",049r
with very hot <m>tin</m>. They fumigate their <tl><m>tin</m> molds</tl> with,049r
"chanting, but they ought be taken <tmp>before <pn>St. Michael</pn></tmp>,<comment rid=""c_049v_09""/>",049v
otherwise they scarcely live. A small impostume occurs on all on the,049v
<al>calandra larks</al>. One knows this when they are sad &amp; do not sing.,049v
because they are starting to fall into love. <oc><al>Ortolans</al></oc>,049v
are fed on <pa>oats</pa> <tmp>all summer</tmp> in order that they are nourished without becoming,049v
<pa>millet</pa>. They sing <tmp>at night</tmp>. One needs to,049v
"<pn>St. Michael</pn></tmp>, for after that time when they have their young in",049v
"this country, they go <corr><del>t</del></corr> away like <al>turtledoves</al> do. <al>Siskins</al>",049v
"Christmas</tmp></ms>, for after that they go to the <env>mountains</env> to",049v
"opening the beak, one would say that they are.<comment rid=""c_049v_05""/>",049v
<ab><oc><al>Ortolans</al></oc> sing <tmp>at night</tmp> if they are left,050v
"<env>in the <fr>serain</fr></env>, but they are better for fattening for",050v
"fare would be too expensive for them, they are ordinarily fed with",050v
"<m>common iron</m>, they call it <m>strong iron</m>. But it is not as",050v
<m>iron</m> allows itself to be stretched. Thus they separate <m>the,050v
"finest steel</m>, <del>&amp;</del> which with another heating they",050v
"where one sharpens &amp; whets them. &amp; in this part, they must be of",050v
"they reheat it in a <tl>pot</tl> with <m>bitumen</m>, &amp;c.</ab></div>",050v
"<tl><m>wood</m> blocks</tl>, but they are not so appropriate for",051r
<ab>If you want to keep them beautiful in <m>gum</m> and such that they,052v
mixture they temper the colors without grinding. And these show very,052v
<ab>They come in quite straight if one grafts them. And all trees with,053r
"<ab>They are produced from seed, that is to say eggs, that which is sold",053v
they begin to molt <tmp>around Holy Week</tmp>. And to do,053v
"beginning, they molt like <del><fr>f</fr></del> little",053v
"time when they make their cocoons &amp; their prisons</tmp>, sleep &amp;",053v
"resting without eating, as if they were dying to be reborn again,",053v
for each time they change skin &amp; begin by molting from the head then,053v
no longer worth anything. And further they scarcely profit after one has,053v
they begin to want to climb on the dry branches of <pa>heath</pa> or,053v
"when they want to climb up when, on the leaf, they",054r
"when they want to climb up when, on the leaf, they",054r
"where they stop &amp; begin to spin their prison, which one calls",054r
flying. And there are male &amp; female. As soon as they come,054r
"<tl>white linen</tl>, where they make their eggs, which the female would not",054r
would not be good to give it to another. They have completed spinning,054r
"them as they yap at you, &amp; they will bite on the <m>balls</m> so",054v
"them as they yap at you, &amp; they will bite on the <m>balls</m> so",054v
much that their teeth will be stuck together &amp; they will not be able,054v
"first live on the <m>egg yolks</m>, then with the heat they will come",055r
"colors, which will never be beautiful if they are not very",056v
"And they do not lay their shadow all at once like the <pl>Flemish</pl>,",056v
"order that they do not dry &amp; that you have time to soften, moisten",056v
"places</env>. When they want to imprint some history, they layer them in",057v
"places</env>. When they want to imprint some history, they layer them in",057v
it well &amp; rendered it moderately humid and soft. Then they put on,057v
"it, otherwise they turn limp in <env>humid weather</env>.</ab>",057v
"fill a little <tl><m>cotton</m></tl> with it, which they next",058r
clear. And thus they pounce the <m>lake</m> on their <bp>cheeks</bp>,058r
"&amp; then, with another clean <tl><m>cotton</m></tl>, they",058r
<m><bp>urine</bp></m> before thinning them with <m>oil</m>. Thus they are,058r
them in <m><pa>spike lavender</pa> oil</m> and they immediately will,058v
<del>with whom</del> with which they also make <tl>small rods to rest,058v
their <bp>hand</bp> when they are painting</tl>.</ab>,058v
"especially of <al>dormice</al> if they can find them, &amp; put two or",058v
nevertheless they need a good two <ms><tmp>days</tmp></ms>. If you want,059v
"Also layer your colors as thinly as you can, for if they are thick you",060r
"Also do not layer color on color if they are not similar, such as white",060r
"on the imprimatura itself, they will not die &amp; you will work",060r
"paintbrush</tl> when they have become hard, for it renders them",060v
"that, to make the work even &amp; of an equal composition, they are",060v
<ab>They do all their works in <m>oil</m> with the <tl>tip of the,060v
"bits of <m>hair</m> which they sometimes leave there, for if these",060v
"working, which they are very careful about. In this way their work",060v
more diligence because one looks at them more closely. They,060v
finally the mouth and the rest. But they do not proceed like some others,060v
finally die. They simply <del><ill/></del> make their imprimatura,060v
"<ab>and even it well, <del>then</del> and once quite dry, they draw their",061r
around the eyes blank &amp; dry until they have filled in the rest. Next,061r
"they put their shadows separately, which they do not make so dark, but rather",061r
"they put their shadows separately, which they do not make so dark, but rather",061r
"that which the natural can make. In sum, they do not put shadow on flesh",061r
"as from <m>glass</m>, makes features appear larger to them. And when they want",061v
"things, they use <tl>paintbrushes composed of two or three",061v
then on this laid-down <tl>ruler</tl> they set the <tl>tip of another,062v
it is very soft. And to cast better they take <m>lead ore</m> &amp; melt,063r
bottom</del> they make their cast with it. For the <m>lead</m> must not have been,063r
or new <m>lead</m> coming from the <env>mine</env>. They melt it twice,063r
"in a <tl>crucible</tl>. In the first one, they purge it of",063r
"<m>filth</m>. In the second, they <del><fr>en</fr></del> make the cast.</ab>",063r
"muddled nor mixed together, they do not die &amp; you soften the colors",064r
"better, since they are not so thick.</ab>",064r
when they are dry.</ab>,064r
but in <m>distemper</m> they sink to the bottom.<lb/>,064v
which is recognized when they take hold<lb/>,064v
"<del><fr>pr</fr></del> while you temper them, <add>because they whiten",064v
"means that it has been given imprimatura only once, &amp; for this reason they",065v
"done with it. Thus the colors do not absorb, also they will not last as",065v
"if they do not finish in one go, they put their <m>paper</m> &amp;",065v
"if they do not finish in one go, they put their <m>paper</m> &amp;",065v
"And when they are layered twice, they do not die. One needs to layer",066r
"And when they are layered twice, they do not die. One needs to layer",066r
"<mark>|</mark><comment rid=""c_066r_03""/> they paint &amp; soften on the <m>wood</m>,",066r
they beat it too delicately.</ab>,066r
"they do not remain shiny after they are dry, for they do not die. But if",066r
"they do not remain shiny after they are dry, for they do not die. But if",066r
"they do not remain shiny after they are dry, for they do not die. But if",066r
"in some places they are shiny, it is that the fattiness of the",066r
Next they pounce some moresque in the corners &amp; paint it,066r
"in which they clean their <tl>paintbrushes for <m>oil</m></tl>,",066r
"Next they lay down the <m>gold</m>, then varnish on top of all. And it",066r
"be done, apply them <del>&amp; they</del> &amp; do this 3 <ms>times a",066v
"<ab>If they are not <fr>trempées à pacquet</fr>, that is, in the fashion",067v
"described, with <m>soot</m>, <m>salt</m>, &amp; <m>vinegar</m>, they",067v
coarse otherwise they would fill up with the <m>copper</m> which would,067v
"<ab>Once having been burned well twice &amp; pulverized, they mold very",067v
though in any case they come out well. Nevertheless take care not to,069r
"cast &amp; at the right heat when they throw off, while stirring them in the",070v
"The <pl>English</pl>, when they feel a cold coming on, mull <m>wine</m> in this",071r
manner. They heat it in a <del>large</del> <tl><m>tin</m> pot</tl> until,071r
"it boils, and when it is boiling up, they <del>remove it from</del>",071r
"enough</ms>. Next, to ignite it entirely, they pour it from one",071r
"panée</fr></m>, and as they are doing this, someone else lights with a",071r
they <del><fr>boi</fr></del> drink it as hot as they can to overcome a cold.</ab>,071r
they <del><fr>boi</fr></del> drink it as hot as they can to overcome a cold.</ab>,071r
"for themselves the <m>sweet new wine</m>,<comment rid=""c_071r_01""/> which they cannot have because,",071r
"<ab>For fortifying a harried <al>horse</al>, they make it drink some of",071r
<ab>The <pl>Irish</pl> do not drink any <m>wine</m> because they convert,071r
"it into <m>eau-de-vie</m>, which they use almost as habitually as we use",071r
"with <tl><m>wood</m></tl> that is there, they die. This is why some",071v
"<m>wood</m>, &amp; by this method, they never have cobwebs",071v
"they come out better than very thick ones, but in order that",072v
"are not too pliant, being so thin, they mix a little <m>tin</m> with the",072v
"be <m>water</m>, and take a very clean <tl>pan</tl>. And when they are",073r
"that they are not cooked enough, have it cook more on a low</ab>",074r
"before it is used, they beat it very well, then leave it to dry <env>in",077r
"with <m>water</m> little by little, until they are distilled, then put them",078v
for they are bad</md>.</ab></div>,079v
"<ab>They use <m>common tin</m>, which is the one that",079v
"<ab>They make them of fine substance &amp; <m>fine copper</m>, which is",080r
"they set the said loaded petard in that hole, with the muzzle pointing",080r
"<ab>They usually cast with <m>solder</m>, even the things that should",080v
"<add>in</add> it, just like they put in a little of it in <m>soft",080v
tin</m>. They engrave their works on <m>stones of which are made the,080v
"<m>slate</m>. They are of three colors: reddish, which is not as",080v
"<m>slate</m>, the other whitish. When they have some relief, first they",080v
"<m>slate</m>, the other whitish. When they have some relief, first they",080v
"little <tl>compass</tl> &amp; little matching <m>iron fittings</m>, they",080v
"worn down one against the other, they make their <del><fr>p</fr></del>",080v
"casting, they rub the <tl>mold</tl> with <m>tallow</m>, which has quickly",080v
"quicklime</m> in a <tl><m>linen</m></tl>, they pounce the <tl>mold</tl> while",080v
"the work is largish. They make them in this manner, as you see",080v
represented here. They pierce a hole in some place on the medal that is,080v
least visible. And then with a <tl>borer</tl> they pierce the <tl>mold</tl> on,080v
"And if they want their work to stay pierced in any place, they drive in",080v
"And if they want their work to stay pierced in any place, they drive in",080v
Try <m>calcined <al>oyster</al> shells</m>. They are said to be,080v
"become hard once they have set. For the <m>earth</m> being ready, one",081r
"<m>lead</m>, but they dullen <m><fr>metal</fr></m>.</ab>",081v
"<ab>To divide the teeth of their cogwheels proportionately, they do not",082r
cogwheels</ms>. But they make a platform (as they call it),082r
cogwheels</ms>. But they make a platform (as they call it),082r
"platform, they set the small cogwheel there, and on the",082r
circle with the number that you want to mark on your cogwheel. Then they,082r
"points on the circles of their platform, they divide the",082r
of the teeth as fine as they please.</ab>,082r
"<ab><tmp>In the past</tmp>, they tempered their springs by dipping them",082v
into <m>molten lead</m>. But <tmp>today</tmp> they temper their springs,082v
give them body &amp; so that they release better. For <m>lean sands</m>,085r
barely release well and yet they receive <m>metal</m> well.,085r
<ab>They mix <m>beaten glair of egg</m> with <m>earth</m> with which they make,085v
<ab>They mix <m>beaten glair of egg</m> with <m>earth</m> with which they make,085v
"<ab>It <corr><del><fr>s</fr></del></corr> is necessary that they be of the finest substance possible, such",085v
danger of breaking if they are of <m>fine copper</m>. And for a,085v
"<env>private home</env>, they do not <sn>ring</sn> so much &amp; do not",085v
"to know if they have been reheated sufficiently, they knock against it with",087r
"to know if they have been reheated sufficiently, they knock against it with",087r
"their <tl><bp>finger</bp></tl>, &amp; if they start to <sn>ring</sn> like a pot,",087r
then they are sufficiently reheated.</ab>,087r
"<ab><emph>To cast their <wp>cannons</wp> neatly, they</emph> mix their <m>earth</m>",087r
"with some <m>fine casting sand</m>, if they can find any.<hr/></ab>",087r
"they reheat it moderately, only to dry it. Next, they grind it dry on",087v
"they reheat it moderately, only to dry it. Next, they grind it dry on",087v
"<m>wine</m>, that they do not join so well. But as they are of one",087v
"<m>wine</m>, that they do not join so well. But as they are of one",087v
"nature &amp; are moistened the same, they embrace each other &amp; hold",087v
"one <ms><tmp>night</tmp></ms>, they had been wet enough by",088v
"neatly with it, because both were very finely ground. They want to be",088v
<del><fr>sil</fr></del> lean they become fatty &amp; well bound. You,088v
"finest grain possible, &amp; for small works, they only pass it",088v
"grind it &amp; grind it impalpable, because they do not need a lot of",088v
"appropriate for metals</m>, for once mixed in powder, they get moistened",089v
"does not sell her wares to her children, and to also save the time they would",090r
"<pro>artisans</pro> willingly gather. And thus, if they do",090r
"not have it <env>close to their house</env>, they prefer to have it come",090r
"years</tmp></ms>, they do not forget to open the sides of the",090v
"the ends of the <pa>orange tree</pa>’s roots, because otherwise, as they",090v
"find the wood, they contract &amp; fold back on themselves &amp; dry at",090v
"the tips &amp; would make the tree die. But as they are trimmed, it",090v
"<ab>Guard against keeping them <env>in a humid place</env>, for they are",091r
halves of the <tl><m>bones</m></tl>. Thus they imbibe this <m><pa>willow</pa>,091r
<ab>They are spoiled if <ms><tmp>once a month</tmp></ms> one does not,093r
<del><fr>au</fr></del> they dry before the <md>humor</md> of,093r
"because they are made of <m>bistre</m>, which stains the <m>canvas</m>",093v
"along the whole length, they are just as easy to break as those with",094r
"They heat it lightly, then rub the <m>wood</m> of the grip with it in",094r
<tl>file</tl> on <wp>sword guards</wp> &amp; to give an edge to <wp>swords</wp> after they,094v
"&amp; iron</m>, but they are not as <tl>well-forged</tl> as <wp>swords from",095r
"<tl>forge</tl>, because they grind them with the",095r
"<cn>liard</cn> for his charcoal. Next, they",095r
"to make it hold, they furbish the <wp>sword</wp> with the <tl>stick</tl> used to",095r
they spread with the <tl><bp>finger</bp></tl> to give it luster. Having,095r
"put the <m>oil</m>, they furbish the <wp>sword</wp> again on the",095r
"<tl><m><fr>felin</fr></m></tl>, they furbish it with <tl><m>chalk</m></tl> &amp;",095r
"the <m>oil</m> which is on the <wp>sword</wp>. Next, they wipe it &amp; go over",095r
"it again, &amp; furbish with <tl><m>dry chalk</m></tl>. And at the end, when they",095r
know if they are quite suitable. And taking hold of a blade such that,095r
"<m>wood</m>, then with a <tl>file</tl>, they enlarge the opening of the",095r
<ab>They buy the <m>wood</m> pieces of,095v
where they are made.</ab>,095v
"they make it hold firmly. Then, with a <del><tl>plane</tl></del>",095v
"they set it in the scabbard, which is all sewn, and rub what is",096r
"sewn between <m>leather</m> &amp; <m>flesh</m>, &amp; then they rub the",096r
<pro>workman</pro> can easily make vi <ms>a <tmp>day</tmp></ms>. If they,096r
"one may well get ones which are ready made, but they are never carried",096r
"<ab>Once they are white, one only needs to clean <del><fr>bi</fr></del> them",096v
"needs to take good care that they do not pass too far beyond blue, for",096v
"makes them pass to blue until they turn grey. Next, when they are still",096v
"makes them pass to blue until they turn grey. Next, when they are still",096v
"they cool, one turns them to reheat them, for the color of water is made",096v
